Date ,Open ,High ,Low ,Close ,Prev. Close ,Change ,% Change 
09-FEB-2018,17.7725,20.4225,15.15,19.23,17.7725,1.46,8.20
12-FEB-2018,19.23,19.23,16.5675,17.8825,19.23,-1.35,-7.01
14-FEB-2018,17.8825,17.8825,15.52,17.185,17.8825,-0.70,-3.90
15-FEB-2018,17.185,17.185,14.085,16.315,17.185,-0.87,-5.06
16-FEB-2018,16.315,16.9725,12.57,16.3775,16.315,0.06,0.38
19-FEB-2018,16.3775,18.035,13.955,16.6675,16.3775,0.29,1.77
20-FEB-2018,16.6675,17.5375,16.3275,16.8675,16.6675,0.20,1.20
21-FEB-2018,16.8675,16.87,15.725,15.92,16.8675,-0.95,-5.62
22-FEB-2018,15.92,16.4575,14.5025,14.8325,15.92,-1.09,-6.83
23-FEB-2018,14.8325,14.8325,13.535,14.2025,14.8325,-0.63,-4.25
26-FEB-2018,14.2025,14.325,13.53,13.695,14.2025,-0.51,-3.57
27-FEB-2018,13.695,14.4225,12.4475,13.9225,13.695,0.23,1.66
28-FEB-2018,13.9225,14.4,12.525,13.805,13.9225,-0.12,-0.84
01-MAR-2018,13.805,14.2525,12.405,14.0725,13.805,0.27,1.94
05-MAR-2018,14.0725,15.99,12.2325,15.395,14.0725,1.32,9.40
06-MAR-2018,15.395,16.4475,13.16,16.245,15.395,0.85,5.52
07-MAR-2018,16.245,16.46,13.4475,15.7,16.245,-0.55,-3.35
08-MAR-2018,15.7,15.7,12.485,14.585,15.7,-1.11,-7.10
09-MAR-2018,14.585,14.7625,12.905,14.525,14.585,-0.06,-0.41
12-MAR-2018,14.525,14.6625,12.01,14.4925,14.525,-0.03,-0.22
13-MAR-2018,14.4925,14.62,12.3875,14.4625,14.4925,-0.03,-0.21
14-MAR-2018,14.4625,14.9525,11.735,14.3625,14.4625,-0.10,-0.69
15-MAR-2018,14.3625,14.655,11.295,14.33,14.3625,-0.03,-0.23
16-MAR-2018,14.33,15.6225,11.6325,15.22,14.33,0.89,6.21
19-MAR-2018,15.22,16.01,13.1425,15.82,15.22,0.60,3.94
20-MAR-2018,15.82,16.125,15.17,15.6075,15.82,-0.21,-1.34
21-MAR-2018,15.6075,15.6075,12.3925,15.1075,15.6075,-0.50,-3.20
22-MAR-2018,15.1075,15.3625,11.99,15.2475,15.1075,0.14,0.93
23-MAR-2018,15.2475,16.38,15.2475,15.545,15.2475,0.30,1.95
26-MAR-2018,15.545,16.3825,14.8575,15.195,15.545,-0.35,-2.25
27-MAR-2018,15.195,16.1075,14.495,15.55,15.195,0.36,2.34
28-MAR-2018,15.55,15.97,14.8175,15.7575,15.55,0.21,1.33
