Date ,Open ,High ,Low ,Close ,Prev. Close ,Change ,% Change 
01-APR-2019,17.185,18.22,17.185,18.005,17.185,0.82,4.77
02-APR-2019,18.005,18.5525,17.44,18.0825,18.005,0.08,0.43
03-APR-2019,18.0825,18.8825,17.29,18.7825,18.0825,0.70,3.87
04-APR-2019,18.7825,19.325,18.25,18.65,18.7825,-0.13,-0.71
05-APR-2019,18.65,19.075,16.7625,18.3925,18.65,-0.26,-1.38
08-APR-2019,18.3925,20.4575,18.3925,20.1525,18.3925,1.76,9.57
09-APR-2019,20.1525,20.6625,16.55,20.28,20.1525,0.13,0.63
10-APR-2019,20.28,21.28,18.7,21.13,20.28,0.85,4.19
11-APR-2019,21.13,21.34,19.4125,20.9575,21.13,-0.17,-0.82
12-APR-2019,20.9575,21.3025,18.675,20.9975,20.9575,0.04,0.19
15-APR-2019,20.9975,22.24,18.76,21.3875,20.9975,0.39,1.86
16-APR-2019,21.3875,21.885,19.6725,21.6925,21.3875,0.30,1.43
18-APR-2019,21.6925,23.045,18.5,22.735,21.6925,1.04,4.81
22-APR-2019,22.735,24.5625,20.4075,24.05,22.735,1.32,5.78
23-APR-2019,24.05,26.3175,22.7775,24.645,24.05,0.59,2.47
24-APR-2019,24.645,25.125,23.445,23.7125,24.645,-0.93,-3.78
25-APR-2019,23.7125,25.535,22.7275,23.2325,23.7125,-0.48,-2.02
26-APR-2019,23.2325,23.9625,21.4325,21.7175,23.2325,-1.52,-6.52
30-APR-2019,21.7175,22.775,20.76,21.8275,21.7175,0.11,0.51
02-MAY-2019,21.8275,23.265,21.7675,22.9825,21.8275,1.16,5.29
03-MAY-2019,22.9825,24.1525,21.0975,24.0325,22.9825,1.05,4.57
06-MAY-2019,24.0325,27.835,19.74,26.4325,24.0325,2.40,9.99
07-MAY-2019,26.4325,26.81,23.0925,26.4775,26.4325,0.04,0.17
08-MAY-2019,26.4775,27.025,23.245,26.365,26.4775,-0.11,-0.42
09-MAY-2019,26.365,26.495,23.485,25.485,26.365,-0.88,-3.34
10-MAY-2019,25.485,26.525,24.535,26.335,25.485,0.85,3.34
13-MAY-2019,26.335,28.0625,23.7125,27.3825,26.335,1.05,3.98
14-MAY-2019,27.3825,27.76,22.39,27.1325,27.3825,-0.25,-0.91
15-MAY-2019,27.1325,29.0825,23.18,28.6575,27.1325,1.52,5.62
16-MAY-2019,28.6575,29.3275,23.7825,28.37,28.6575,-0.29,-1.00
17-MAY-2019,28.37,29.2325,25.4975,28.075,28.37,-0.30,-1.04
20-MAY-2019,28.075,28.075,19.76,23.675,28.075,-4.40,-15.67
21-MAY-2019,23.675,28.1025,20.2425,25.6525,23.675,1.98,8.35
22-MAY-2019,25.6525,30.1825,19.04,27.6325,25.6525,1.98,7.72
23-MAY-2019,27.6325,27.6325,18.9575,19.405,27.6325,-8.23,-29.77
24-MAY-2019,19.405,19.405,14.4925,16.4675,19.405,-2.94,-15.14
27-MAY-2019,16.4675,17.335,13.48,16.19,16.4675,-0.28,-1.69
28-MAY-2019,16.19,16.54,15.38,15.9225,16.19,-0.27,-1.65
29-MAY-2019,15.9225,16.5075,14.4775,16.4075,15.9225,0.48,3.05
30-MAY-2019,16.4075,16.4075,14.8525,15.61,16.4075,-0.80,-4.86
31-MAY-2019,15.61,16.7875,14.19,16.0675,15.61,0.46,2.93
03-JUN-2019,16.0675,16.2325,14.075,15.9675,16.0675,-0.10,-0.62
04-JUN-2019,15.9675,15.9675,14.6675,15.6275,15.9675,-0.34,-2.13
06-JUN-2019,15.6275,15.925,13.975,15.525,15.6275,-0.10,-0.66
07-JUN-2019,15.525,15.73,13.6275,14.8575,15.525,-0.67,-4.30
10-JUN-2019,14.8575,15.4525,13.4475,14.975,14.8575,0.12,0.79
11-JUN-2019,14.975,14.975,13.48,14.49,14.975,-0.48,-3.24
12-JUN-2019,14.49,14.71,13.31,14.1225,14.49,-0.37,-2.54
13-JUN-2019,14.1225,14.2925,13.2775,13.66,14.1225,-0.46,-3.27
14-JUN-2019,13.66,14.1175,12.6425,13.895,13.66,0.23,1.72
17-JUN-2019,13.895,14.96,13.52,14.65,13.895,0.76,5.43
18-JUN-2019,14.65,14.97,11.7375,14.6,14.65,-0.05,-0.34
19-JUN-2019,14.6,15.3,10.79,14.73,14.6,0.13,0.89
20-JUN-2019,14.73,15.1875,12.835,14,14.73,-0.73,-4.96
21-JUN-2019,14,14.8325,10.6025,14.61,14,0.61,4.36
24-JUN-2019,14.61,15.665,11.855,15.2225,14.61,0.61,4.19
25-JUN-2019,15.2225,15.585,14.9275,15.01,15.2225,-0.21,-1.40
26-JUN-2019,15.01,15.195,14.39,14.75,15.01,-0.26,-1.73
27-JUN-2019,14.75,14.8875,13.6475,14.645,14.75,-0.11,-0.71
28-JUN-2019,14.645,15.0725,13.995,14.9525,14.645,0.31,2.10
01-JUL-2019,14.9525,15.02,14.4725,14.6025,14.9525,-0.35,-2.34
02-JUL-2019,14.6025,14.8325,14.025,14.25,14.6025,-0.35,-2.41
03-JUL-2019,14.25,14.32,13.52,13.695,14.25,-0.55,-3.89
04-JUL-2019,13.695,13.695,13.0125,13.53,13.695,-0.17,-1.20
05-JUL-2019,13.53,13.965,12.665,13.065,13.53,-0.46,-3.44
08-JUL-2019,13.065,14.0425,12.1075,13.8525,13.065,0.79,6.03
09-JUL-2019,13.8525,14.22,13.3525,13.6875,13.8525,-0.16,-1.19
10-JUL-2019,13.6875,13.9625,12.395,13.635,13.6875,-0.05,-0.38
11-JUL-2019,13.635,13.635,12.1775,12.47,13.635,-1.16,-8.54
12-JUL-2019,12.47,12.55,11.55,11.9975,12.47,-0.47,-3.79
15-JUL-2019,11.9975,12.5175,10.6425,12.02,11.9975,0.02,0.19
16-JUL-2019,12.02,12.02,11.0625,11.56,12.02,-0.46,-3.83
17-JUL-2019,11.56,11.91,9.1625,11.8,11.56,0.24,2.08
18-JUL-2019,11.8,11.9825,9.2225,11.75,11.8,-0.05,-0.42
19-JUL-2019,11.75,12.675,10.5925,12.515,11.75,0.77,6.51
22-JUL-2019,12.515,13.4025,11.5625,13.01,12.515,0.49,3.96
23-JUL-2019,13.01,13.78,11.59,13.4275,13.01,0.42,3.21
24-JUL-2019,13.4275,14.4825,11.85,12.76,13.4275,-0.67,-4.97
25-JUL-2019,12.76,13.55,11.9975,12.635,12.76,-0.13,-0.98
26-JUL-2019,12.635,13.31,11.9225,12.1325,12.635,-0.50,-3.98
29-JUL-2019,12.1325,13.5325,12.0375,13.0625,12.1325,0.93,7.67
30-JUL-2019,13.0625,13.8675,12.5,13.6125,13.0625,0.55,4.21
31-JUL-2019,13.6125,14.545,13.415,13.59,13.6125,-0.02,-0.17
01-AUG-2019,13.59,15.28,13.2725,14.5575,13.59,0.97,7.12
02-AUG-2019,14.5575,16.1575,14.435,15.1875,14.5575,0.63,4.33
05-AUG-2019,15.1875,17.82,15.1875,16.585,15.1875,1.40,9.20
06-AUG-2019,16.585,16.785,15.5925,16.12,16.585,-0.46,-2.80
07-AUG-2019,16.12,16.9125,15.7375,16.74,16.12,0.62,3.85
08-AUG-2019,16.74,16.74,15.515,16.0925,16.74,-0.65,-3.87
09-AUG-2019,16.0925,16.1625,15.0275,15.845,16.0925,-0.25,-1.54
13-AUG-2019,15.845,18.005,15.1175,17.7775,15.845,1.93,12.20
14-AUG-2019,17.7775,17.7775,16.11,16.3575,17.7775,-1.42,-7.99
