Date ,Open ,High ,Low ,Close ,Prev. Close ,Change ,% Change 
01-APR-2016,16.5825,17.895,16.2925,17.2775,16.5825,0.70,4.19
04-APR-2016,17.2775,18.1675,16.23,17.45,17.2775,0.17,1.00
05-APR-2016,17.45,18.0625,16.885,17.83,17.45,0.38,2.18
06-APR-2016,17.83,17.9225,16.125,17.345,17.83,-0.48,-2.72
07-APR-2016,17.345,17.4225,16.335,16.935,17.345,-0.41,-2.36
08-APR-2016,16.935,16.935,15.1975,16.4325,16.935,-0.50,-2.97
11-APR-2016,16.4325,16.79,14.88,16.0125,16.4325,-0.42,-2.56
12-APR-2016,16.0125,16.3025,14.6525,16.025,16.0125,0.01,0.08
13-APR-2016,16.025,16.12,13.55,16.035,16.025,0.01,0.06
18-APR-2016,16.035,17.4175,14.14,16.9475,16.035,0.91,5.69
20-APR-2016,16.9475,17.52,15.4325,17.075,16.9475,0.13,0.75
21-APR-2016,17.075,17.075,15.6375,16.5125,17.075,-0.56,-3.29
22-APR-2016,16.5125,16.8575,15.335,16.38,16.5125,-0.13,-0.80
25-APR-2016,16.38,17.03,16.1275,16.5725,16.38,0.19,1.18
26-APR-2016,16.5725,16.8175,15.6425,16.58,16.5725,0.01,0.05
27-APR-2016,16.58,16.79,16.2275,16.3525,16.58,-0.23,-1.37
28-APR-2016,16.3525,16.77,15.3075,16.5975,16.3525,0.25,1.50
29-APR-2016,16.5975,17.24,15.63,16.5375,16.5975,-0.06,-0.36
02-MAY-2016,16.5375,17.655,16.5375,17.0925,16.5375,0.55,3.36
03-MAY-2016,17.0925,18.0825,15.605,17.4625,17.0925,0.37,2.16
04-MAY-2016,17.4625,17.7825,16.2675,17.445,17.4625,-0.02,-0.10
05-MAY-2016,17.445,17.48,15.7275,17.17,17.445,-0.27,-1.58
06-MAY-2016,17.17,17.5025,16.055,16.9475,17.17,-0.22,-1.30
09-MAY-2016,16.9475,16.9475,15.2175,16.6125,16.9475,-0.34,-1.98
10-MAY-2016,16.6125,17.185,15.0225,16.415,16.6125,-0.20,-1.19
11-MAY-2016,16.415,17.4625,15.5375,16.9625,16.415,0.55,3.34
12-MAY-2016,16.9625,17.1675,15.96,16.3275,16.9625,-0.63,-3.74
13-MAY-2016,16.3275,17.3675,14.195,16.9975,16.3275,0.67,4.10
16-MAY-2016,16.9975,17.77,16.1675,17.0325,16.9975,0.04,0.21
17-MAY-2016,17.0325,17.0325,15.735,16.3725,17.0325,-0.66,-3.87
18-MAY-2016,16.3725,16.97,15.99,16.455,16.3725,0.08,0.50
19-MAY-2016,16.455,17.4175,15.4175,17.0625,16.455,0.61,3.69
20-MAY-2016,17.0625,17.0625,14.9825,16.425,17.0625,-0.64,-3.74
23-MAY-2016,16.425,16.5525,15.1825,16.16,16.425,-0.27,-1.61
24-MAY-2016,16.16,16.8875,15.6875,16.22,16.16,0.06,0.37
25-MAY-2016,16.22,16.22,14.5475,15.52,16.22,-0.70,-4.32
26-MAY-2016,15.52,15.52,14.4675,15.325,15.52,-0.20,-1.26
27-MAY-2016,15.325,15.8575,14.9375,15.26,15.325,-0.06,-0.42
30-MAY-2016,15.26,16.4425,14.77,15.975,15.26,0.71,4.69
31-MAY-2016,15.975,16.3625,14.3025,16.045,15.975,0.07,0.44
01-JUN-2016,16.045,16.0975,14.72,15.835,16.045,-0.21,-1.31
02-JUN-2016,15.835,15.9375,14.96,15.0875,15.835,-0.75,-4.72
03-JUN-2016,15.0875,15.3925,14.0475,14.995,15.0875,-0.09,-0.61
06-JUN-2016,14.995,15.535,14.1175,15.355,14.995,0.36,2.40
07-JUN-2016,15.355,15.355,14.4025,14.87,15.355,-0.49,-3.16
