,Folder_name,Feature_name,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,Label,Bankruptcy,path,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,Open ,High ,Low ,Close ,Prev. Close ,Change ,% Change 
69,Amara Raja Batteries Ltd.,2021,2.12,1.04,0.132387120066791,0.01,0.229348840498957,0.0059844991660943,123.33,0.804974950049205,1.06361494647064,1.06361494647064,9.04,0.0964467837652462,0.229348840498957,0.257332811214288,1.24845218729353,0.137399536648099,0.0964467837652462,0.0775295028886178,0.0775295028886178,0.0303628324843148,0.132387120066791,0.205659761072463,0.214554319625443,0.198986008014642,0.198239048101869,0.273750235039823,0.273750235039823,0.150658370264055,1.23338203760982,1.06608117376912,3.27786929018961,13.2,19.78,0.0090155385210647,0.505520196609742,0.827274710231589,0.261252402024708,2.65296490011973,0.457737154444875,0.751775521012128,0.474513057863785,0.0,1.0397138795496,1.77783099124078,0.229348840498957,0.0145184973355257,4.35233474068939,0.52267312301159,0.210373363552321,0.0611379124415972,0.486681651713246,0.229348840498957,0.964604854765943,1.08230099811208,0.837803264225849,0.354331007912132,0.315798849878503,0.0444013945408658,0.120910652299965,1.09779381702947,1.53893105948654,4.49585380732438,6.623436776,5.98,4.203910403,-5.83105322,0,0,AMARAJABAT_2020_MDA.txt.json,0.0,0.0,0.0,6.6623053550720215,0.0,0.0,1.587098479270935,0.0,5.32838249206543,0.0,17.84173387096774,18.66243951612903,16.37944556451613,17.841391129032257,17.84173387096774,-0.0003629032258064,0.163991935483871
70,Amara Raja Batteries Ltd.,2022,1.85,0.67,0.0354543489226778,0.01,0.239404965417731,0.0051415584220111,1.43,0.746315626843106,1.0612245398442,1.0612245398442,5.89,0.0628504584084881,0.239404965417731,0.203629177710512,1.37625350919841,0.0908407960979282,0.0628504584084881,0.013934850457176,0.013934850457176,0.0084879471777418,0.0354543489226778,0.202614487742164,0.221272066694541,0.230917018239989,0.187173145612901,0.286008688696852,0.286008688696852,0.108392277410956,1.36402346261821,1.06642968637919,2.99484431400551,33.32,14.56,-0.0071718257131962,0.347254362202651,0.569726231108373,0.191032140723297,2.49639727574823,0.377790639074281,0.716980599425981,0.421152428600555,0.0,0.668385228664828,1.54902337109704,0.239404965417731,-0.0997564224848059,4.64798039065156,0.390842727915832,0.216973069344323,0.0652721154184093,0.443034143128244,0.239404965417731,1.38987645953356,1.18217849024219,0.837054868887158,0.285198397357044,0.335305152356517,0.0466037232791204,0.0705949151473093,1.26786123178745,1.78394807876558,6.28130102590961,5.131407472,7.33,0.1472360633,9.050277908,0,0,AMARAJABAT_2021_MDA.txt.json,0.0,0.0,0.0,4.202128887176514,0.0,0.0,7.727906703948975,0.0,2.2322299480438232,0.0,17.515020080321285,18.25280120481928,16.315763052208837,17.484397590361446,17.515020080321285,-0.0303212851405622,-0.0748192771084337
71,Amara Raja Batteries Ltd.,2023,2.35,1.17,0.0724996039590321,0.0,0.203804122770692,0.0053300545800085,1.54,0.692479846197091,1.06071275419233,1.06071275419233,6.68,0.0712518235370154,0.203804122770692,0.274597303424412,1.47114832569467,0.104964310028987,0.0712518235370154,0.0379794633519796,0.0379794633519796,0.0147757181860931,0.0724996039590321,-0.060140172366187,0.174627649642884,0.189028404584599,0.148947324145374,0.256126953824126,0.256126953824126,0.139647802803259,1.45822834562771,1.06572530094772,3.73425995440363,8.36,17.92,0.0058040455193464,0.501131748702462,0.859222933182723,0.235407341430091,2.90431379856517,0.423476077040976,0.761057574204959,0.51946910729451,0.0,1.17494679275692,1.8678292895468,0.203804122770692,0.0451982226777633,5.52813477948712,0.610456643376283,0.176388093816491,0.0703383881462247,0.478401426195105,0.203804122770692,0.870155761965862,1.17241213056265,0.795715248738086,0.369145386885666,0.273977023120296,0.0523228310534331,0.090025628834178,1.33150052289141,1.79788846958311,4.98292088191842,6.699034141,10.05,0.2298150623,7.002951544,0,0,AMARAJABAT_2022_MDA.txt.json,0.0,0.0,0.0,7.697804927825928,0.0,0.0,0.0,0.0,6.647655010223389,0.0,12.444786585365856,12.918302845528457,11.716026422764228,12.44436991869919,12.444786585365856,-0.0004878048780487,0.0668292682926829
8,Ashapura Minechem Limited,2017,0.54,0.33,0.03694696244,-52.05,0.9360871998,0.05273046851,63.84,1.851263166,1.099374509,0.8186347513,-4.35,-0.04907801034,0.9360871998,-0.4310473022,0.646908224,-0.0962601277,-0.04907801034,0.03458557861,0.03458557861,0.03458557861,0.03694696244,-0.1240936318,0.3435596112,0.9015016212,1.65336709,1.001786002,1.001786002,-0.01421136142,0.63843813,1.127643443,0.8604826361,0.0,-3.48,-0.0007142681215,0.05528264928,-0.0006714651862,0.3519313305,-0.001782817617,0.9083696623,0.8054867813,0.4771844028,0.07933155817,0.3317283678,0.5041395036,0.9360871998,-12.05821513,0.5284332629,-1.704163889,1.708320923,-36.78540773,0.5050398976,0.9360871998,-0.4512572465,0.2077939093,0.9344183271,241.3476395,-524.1244635,0.06569880192,-0.05851662048,0.6611195855,0.7028919997,-1.313475833,4.948216341,5.36,6.232711415,8.256305502,1,1,ASHAPURMIN_2017_MDA.txt.json,2.274453401565552,1.9638826847076416,1.7535244226455688,0.0,2.212554931640625,2.2688803672790527,0.0,3.340529441833496,0.0,3.893198251724243,12.948231707317074,13.48890243902439,11.567489837398371,12.961798780487804,12.948231707317074,0.0137398373983739,0.1970325203252032
9,Ashapura Minechem Limited,2018,0.6,0.37,0.0393600693,-3.72,0.8258343961,0.05459337349,61.77,1.829975558,1.103968579,0.8084372925,-9.19,-0.1032056625,0.8258343961,-0.3293415036,0.6234641824,-0.01448723133,-0.1032056625,0.03348471181,0.03348471181,0.03250489906,0.0393600693,-0.03558602677,0.3461946002,0.793329497,1.500388522,1.036672991,1.036672991,-0.03573983639,0.6177175029,1.122278578,0.9801598885,0.0,-12.55,-0.002418735603,-0.01344215074,-0.03200595109,0.7207379135,-0.03537566011,0.8455800285,0.8094497496,0.435472332,0.07845505281,0.370464882,0.4789291287,0.8258343961,-6.116742909,0.4987097936,-1.328815261,1.824387901,-5.749151824,0.4964928925,0.8258343961,-0.578579524,0.2307366359,0.7966199592,8.980491942,-22.51887193,0.2108385953,-0.07822250534,0.6592040188,0.6799850133,-1.671255195,3.328173375,5.33,5.327608862,6.795383419,1,1,ASHAPURMIN_2018_MDA.txt.json,2.3943562507629395,2.3797380924224854,1.1820454597473145,0.0,2.3651556968688965,2.2607429027557373,0.0,2.69573187828064,0.0,3.4046854972839355,15.33326612903226,15.956663306451611,13.477288306451612,15.339022177419354,15.33326612903226,0.0057258064516128,0.1326209677419355
10,Ashapura Minechem Limited,2019,0.44,0.3,0.0544105965,-0.55,1.130008977,0.06878285963,62.67,2.156085508,1.111977885,0.7567311698,-54.56,-0.6419509978,1.130008977,-0.6297416967,0.6438722301,-0.2970236114,-0.6419509978,0.0653070693,0.0653070693,0.06148446246,0.0544105965,-0.5262535036,0.3039913659,1.068524514,2.1213504,1.301431208,1.301431208,-0.04348089201,0.6267158865,1.176525164,0.7416478485,0.0,18.48,0.01864527993,-0.1684840312,-0.03385488722,0.1269156127,-0.2316151682,0.8066421782,0.8380687262,0.3968854327,0.07270233196,0.2994100163,0.3843977897,1.130008977,-7.686251469,0.3784225741,-2.46815828,2.32773507,-0.5686943719,0.5002672799,1.130008977,-0.2571391963,0.1433008738,0.8682817574,2.089172188,-3.748812153,0.1714222316,-0.1382412068,0.6873531221,0.6356087229,-0.8458766437,3.938826467,5.27,5.36166639,6.453851345,1,1,ASHAPURMIN_2019_MDA.txt.json,2.116666078567505,2.70690655708313,0.3490471243858337,0.0,1.706628918647766,1.1934826374053955,0.0,1.7675024271011353,0.0,2.649498224258423,19.241811740890693,20.33586032388664,17.55514170040486,19.42925101214575,19.241811740890693,0.1876518218623482,0.7085020242914981
72,Aster DM Healthcare Ltd.,2018,1.29,1.01,0.134824082860727,0.9,0.297089617649888,0.147226123800143,89.8,1.6419183470892,1.52184932262274,0.529022903990735,4.15,0.0641968897630558,0.297089617649888,0.0862465661176018,0.904113176488194,0.0904514018791487,0.0641968897630558,0.0433537673831945,0.0433537673831945,0.0400548352270905,0.134824082860727,0.161858284292617,0.144075936104115,0.257034782422797,0.510902832668517,0.573767009075069,0.573767009075069,0.0234947035370325,0.898041751734311,1.54435580228304,3.08398508650814,0.34,6.85,0.0091541714667057,0.125133610140165,0.0908121916446667,0.0632972103710623,0.742867721885981,1.59026258708479,0.916219950188663,0.884954250531784,0.503103015455695,1.00830226355863,0.668104261319311,0.297089617649888,-0.0071860389976916,1.03318188910183,0.188098471293776,0.917820904027499,0.649122422046187,0.38333618376749,0.297089617649888,0.971401570899626,0.282002617506712,0.517787905109438,0.202346059441447,0.697012253803255,0.276677391425181,0.0049235596501768,0.880618472951161,0.634672118835503,6.74228880385443,3.328173375,5.33,5.327608862,6.795383419,0,0,AMARAJABAT_2023_MDA.txt.json,0.0,0.0,0.0,2.751990795135498,0.0,0.0,6.34068775177002,0.0,1.205372929573059,0.0,15.33326612903226,15.956663306451611,13.477288306451612,15.339022177419354,15.33326612903226,0.0057258064516128,0.1326209677419355
73,Aster DM Healthcare Ltd.,2019,1.36,1.08,0.127883220434924,0.92,0.298508013844485,0.126342244117132,89.1,1.60757606314136,1.52634381969232,0.537568994785864,4.61,0.0719679985589169,0.298508013844485,0.106205959663891,0.894915295963367,0.162500377668437,0.0719679985589169,0.0384348972350194,0.0384348972350194,0.0381741661360658,0.127883220434924,0.143588833041958,0.143356431126609,0.260333847708419,0.522312311665527,0.588221668432849,0.588221668432849,0.0461057628286973,0.891041257059602,1.55909321418291,3.07552884813633,0.0,9.43,0.0042242590228915,0.114317456754283,0.170550946734692,0.123636482219238,0.70003937914123,1.58635043770938,0.918070007978595,0.872324568814546,0.480343720929347,1.08132434144677,0.688029692252962,0.298508013844485,-0.0724425224984556,0.994473603609944,0.237340268573857,0.96244177417681,0.703567022300003,0.404713973508377,0.298508013844485,0.771425561057844,0.274464966505347,0.507475378524861,0.2579202243588,0.724924045197863,0.289713654588363,0.0277035480422025,0.84880953313467,0.6225151598257,5.38117163628701,3.938826467,5.27,5.36166639,6.453851345,0,0,ASTERDM_2018_MDA.txt.json,0.0,0.0,0.0,2.907558917999268,0.0,0.0,7.238743782043457,0.0,0.8322666883468628,0.0,19.241811740890693,20.33586032388664,17.55514170040486,19.42925101214575,19.241811740890693,0.1876518218623482,0.7085020242914981
74,Aster DM Healthcare Ltd.,2020,1.1,0.84,0.0475862958345871,0.86,0.299254532941411,0.0735581270008629,70.25,1.89714747765947,1.51549724315937,0.498579863169816,3.6,0.0558912601229128,0.299254532941411,0.0300365658345822,0.705618499675184,0.281514314382561,0.0558912601229128,0.0151730525557492,0.0151730525557492,0.0142404147343911,0.0475862958345871,0.238087309433373,0.170585060870614,0.285014118207019,0.660732861611216,0.701032494388093,0.701032494388093,0.0281294822895294,0.702573758787699,1.55123321131991,3.08346139792804,0.0,8.14,-0.012875430908765,0.140291742599488,0.0981306151399219,0.0982248266106587,0.426467400591559,1.6195116149441,0.922739800479826,0.686388472596528,0.32849771714111,0.842195761509693,0.469723017708929,0.299254532941411,0.168304263482593,0.648849166162996,0.0550139747482631,1.51638837902031,1.34388505073268,0.329291098775993,0.299254532941411,2.57220482346957,0.258175536259295,0.426876835720175,0.100467660433883,1.0009600619603,0.401777961446682,0.0131359401886905,0.677489017385655,0.490835060717668,15.0787226638828,3.729505735,8.0,6.894875427,3.871436941,0,0,ASTERDM_2019_MDA.txt.json,0.0,0.0,0.0,2.7742958068847656,0.0,0.0,7.898754119873047,0.0,0.2895966172218323,0.0,25.511967871485943,26.3984437751004,23.216696787148592,25.516385542168678,25.699317269076307,-0.183574297188755,-0.352289156626506
75,Aster DM Healthcare Ltd.,2022,1.15,0.86,0.106674572441816,0.55,0.283637169383018,0.071868595034155,0.14,1.74913518328908,1.47210026089119,0.584590065309569,5.85,0.0868446627214827,0.283637169383018,0.0428718086056061,0.821277131634657,0.0719562195526309,0.0868446627214827,0.0307861159996939,0.0307861159996939,0.0302568737725406,0.106674572441816,0.172266203884252,0.148331973922449,0.253380295610477,0.514635359723258,0.642712079475603,0.642712079475603,0.0507171869819166,0.817239268497972,1.48281068323412,3.23740368349173,0.0,9.93,0.0063639453710598,0.162887140018998,0.188870279718314,0.149936867278511,0.555906652347208,1.56473977404855,0.918248016935751,0.8113363047415,0.380531324640794,0.862922851249655,0.508017490903589,0.283637169383018,0.124915493823366,0.877392535858584,0.0777456254715645,1.11124753426004,1.00500153927836,0.326508977988624,0.283637169383018,1.9068937309437,0.288227326630285,0.44131295869597,0.119992325916539,0.79386162556719,0.359074910092585,0.0529178299128121,0.77055994465274,0.600210406438575,12.8555811705213,5.131407472,7.33,0.1472360633,9.050277908,0,0,ASTERDM_2020_MDA.txt.json,0.0,0.0,0.0,3.040132999420166,0.0,0.0,6.711627960205078,0.0,1.9057003259658811,0.0,17.515020080321285,18.25280120481928,16.315763052208837,17.484397590361446,17.515020080321285,-0.0303212851405622,-0.0748192771084337
76,Aster DM Healthcare Ltd.,2023,1.06,0.78,0.0920589094533518,0.56,0.312829610515281,0.0611280394532349,0.18,1.73954494888698,1.50297646606651,0.254616281326465,3.97,0.0601597511768235,0.312829610515281,0.0178937182485283,0.807134505281832,0.156906701072494,0.0601597511768235,0.0295547402091229,0.0295547402091229,0.0287987527887535,0.0920589094533518,0.214411543940809,0.165614047549885,0.284030857726527,0.590508542514692,0.673382522914818,0.673382522914818,0.0358747950434103,0.801876192780152,1.51365064546122,2.91616830781392,0.0,8.44,0.0055482739500351,0.18301841979734,0.127478905672698,0.122097496944733,0.485040026984035,1.60197297904106,0.912263795930435,0.796221406875789,0.491054552857373,0.776739530167895,0.491137381071657,0.312829610515281,0.21900852568452,0.685419440081271,0.0325856308968758,1.21673975170958,1.10389963089913,0.330723328763809,0.312829610515281,4.90318461769564,0.280460036775446,0.464564493241018,0.054784938051131,0.957785888578447,0.360552912399537,0.0323648393738231,0.771259710238421,0.580712573606431,29.6060913324319,6.699034141,10.05,0.2298150623,7.002951544,0,0,ASTERDM_2022_MDA.txt.json,0.0,0.0,0.0,5.643109321594238,0.0,0.0,4.753539085388184,0.0,5.278964996337891,0.0,12.444786585365856,12.918302845528457,11.716026422764228,12.44436991869919,12.444786585365856,-0.0004878048780487,0.0668292682926829
78,Avanti Feeds Ltd.,2016,3.32,4.02,4.44680851063829,18.87,0.0783365973582232,0.4002420208743,0.19,0.652294030119511,1.00800217350784,-0.461857780557846,12.37,0.124742922673035,0.0179707401937589,0.903622346806609,1.52769453565232,0.0263108842464476,0.124742922673035,0.0799124404360772,0.0799124404360772,0.0799124404360772,4.44680851063829,0.665996134579734,0.160188791902419,-0.0619417002423182,0.0118784731107383,0.0179707401937589,0.0179707401937589,0.289653919867704,1.52499892462325,1.0080084918446,42.1603723404255,6.29,24.94,0.0472307190853475,7.23005319148936,21.7345744680851,0.397733964734339,54.6460106382978,1.05982517162182,0.75765309780193,1.5249893657189,61.870744680851,37.7973404255319,51.2829787234042,0.0179707401937589,-7.30622590695464,17.3723404255319,14.2991983058538,-0.040942822211481,0.0,0.921593087000368,0.0179707401937589,0.268194896966106,13.4856382978723,1.0,0.920158272050771,0.0182995975061931,0.0,0.231776523545171,1.23804061578461,1.99680172593251,1.67424258452164,4.906973441,5.42,7.556488414,7.996253786,0,0,AVANTIFEED_2015_MDA.txt.json,0.0,0.0,0.0,2.9565086364746094,0.0,0.0,3.167917013168335,0.0,2.012462854385376,0.0,15.342439516129032,15.849919354838711,14.075262096774193,15.325655241935484,15.342439516129032,-0.0165725806451612,-0.0246774193548387
79,Avanti Feeds Ltd.,2018,4.5,7.24,0.044,22.73,0.0053726478751304,1.13873951387395,0.0,0.408902609444488,1.01069612648196,-0.578296547425297,10.46,0.105773669901463,0.0007050630881094,0.949298946749358,2.18418520102651,0.24199369118905,0.105773669901463,0.492989467493584,0.492989467493584,0.492692071214713,698.791469194312,-28.1072886297376,0.0026658707915382,-0.491987008126604,0.0003279876017577,0.0007050630881094,0.0007050630881094,0.342129357356715,2.17266360136869,1.01069923536918,1410.18483412322,379.21,26.24,0.0452908191043343,251.123222748815,648.0,0.457203238221987,1417.31279620853,1.01177646479107,0.994269273952095,2.17265691830624,2422.33649289099,1339.27488151658,1347.40284360189,0.0007050630881094,-37.2724392819427,496.417061611374,30.553990105399,-0.228866950508069,0.0,0.950004009837468,0.0007050630881094,0.0060367980682246,8.12796208530805,1.0,0.94996873463901,0.0007055605528117,0.0,0.179473969680423,1.8420558436698,2.16205398102497,2.26447511536796,3.328173375,5.33,5.327608862,6.795383419,0,0,AVANTIFEED_2016_MDA.txt.json,0.0,0.0,0.0,6.694354057312012,0.0,0.0,0.0,0.0,5.9211530685424805,0.0,15.33326612903226,15.956663306451611,13.477288306451612,15.339022177419354,15.33326612903226,0.0057258064516128,0.1326209677419355
80,Avanti Feeds Ltd.,2019,4.8,3.61,0.745114653391939,0.0,0.147873481757598,0.0830690412295681,214.44,0.803894064573464,1.0311946919317,1.01723917185699,8.16,0.0841586395439037,0.147873481757598,0.562385960515908,2.17938557679507,-1.34354761662372,0.0841586395439037,0.516597884053658,0.516597884053658,0.110182698105672,0.745114653391939,0.923720144108882,0.0846632374095301,0.037690783651926,0.0711068768404642,0.168124544820943,0.168124544820943,0.258800128429015,2.14446698043023,1.0311946919317,5.57189005984218,44.09,30.48,0.00228233799052,0.5796730169081,2.34422496425356,0.416707459426893,4.94797149378173,0.202599808704689,0.823934783119415,0.40544413729375,0.0863104942009409,3.6125086056241,4.22460291583213,0.147873481757598,0.232966244167815,12.1463971307466,4.38003171505245,0.027862086625144,0.024343864141281,0.710259442273506,0.147873481757598,0.313068300494325,1.19064767250966,0.879547254180446,0.676045863614113,0.177759159543623,0.0202510630633452,0.116569420149804,1.92058544836605,2.5239796985192,3.6978068648611,3.938826467,5.27,5.36166639,6.453851345,0,0,AVANTIFEED_2018_MDA.txt.json,0.0,0.0,0.0,2.419421672821045,0.0,0.0,6.821041107177734,0.0,0.7759456038475037,0.0,19.241811740890693,20.33586032388664,17.55514170040486,19.42925101214575,19.241811740890693,0.1876518218623482,0.7085020242914981
81,Avanti Feeds Ltd.,2020,4.99,3.38,0.818836805555555,0.0,0.158569570334276,0.0803350241830836,217.66,0.444739131426411,1.03043168022625,1.01522235653287,9.04,0.0931782859861135,0.158569570334276,0.632385632385632,2.21831533596239,0.121143297613885,0.0931782859861135,0.505199622846681,0.505199622846681,0.129842600430835,0.818836805555555,0.392942002376066,0.120671060905717,0.0287269699034404,0.0750691555045826,0.174412762648056,0.174412762648056,0.259038259038259,2.17659447071211,1.03043168022625,4.69891493055555,51.69,30.88,-0.0017675498091741,0.309999210796306,2.02595486111111,0.389122768992222,4.73352537289874,0.188884942834707,0.745104921575509,0.384538090420443,0.0921000710283324,3.38059895833333,4.53496172362086,0.158569570334276,0.220325774769527,12.0307394838607,5.41966497581691,0.0211001671461665,0.0191902098251873,0.790955202719908,0.158569570334276,0.403069053708439,1.60746527777777,0.909162654881224,0.765982810507098,0.19206882466217,0.0158431923137805,0.11091713180718,1.95927707692413,2.83492051762836,3.34022963486967,3.729505735,8.0,6.894875427,3.871436941,0,0,AVANTIFEED_2019_MDA.txt.json,0.0,0.0,0.0,1.057540774345398,0.0,0.0,7.276029586791992,0.0,0.0,0.0,25.511967871485943,26.3984437751004,23.216696787148592,25.516385542168678,25.699317269076307,-0.183574297188755,-0.352289156626506
82,Avanti Feeds Ltd.,2021,5.69,4.41,0.192808988764044,0.0,0.138340144359848,0.0865201372125524,183.27,0.513262523415697,1.03300179679635,1.0164993054936,9.41,0.0972850534578772,0.138340144359848,0.648669730215522,1.86914915865452,0.178725857595848,0.0972850534578772,0.589252708866769,0.589252708866769,0.0266732233394943,0.192808988764044,-0.179490445859872,0.100034406738623,0.111666921020353,0.0779726785008856,0.150311724574522,0.150311724574522,0.228466134219614,1.83276527676507,1.03300179679635,5.94561797752809,0.44,26.54,0.0084194034868049,1.2782311134509,2.05524004085802,0.334619427111744,5.65284097318843,0.206641137716157,0.822517649319745,0.354569040069184,0.09739405106607,4.40600612870275,5.23585153987891,0.138340144359848,0.334748161860666,11.7241003271537,7.29017913861008,0.0696863889490652,0.0140893790827933,0.78700987457537,0.138340144359848,0.273609731444206,1.2829417773238,0.920354980634001,0.763420832058326,0.162812820137567,0.0119715802146745,0.117074565573883,1.64068302443491,2.15705165648472,2.73515623638486,6.623436776,5.98,4.203910403,-5.83105322,0,0,AVANTIFEED_2020_MDA.txt.json,0.0,0.0,0.0,1.5622462034225464,0.0,0.0,8.358957290649414,0.0,0.0,0.0,17.84173387096774,18.66243951612903,16.37944556451613,17.841391129032257,17.84173387096774,-0.0003629032258064,0.163991935483871
83,Avanti Feeds Ltd.,2022,5.07,2.7,0.195680975092739,0.0,0.155676210806379,0.0795560747663551,2.18,0.469745101913635,1.02535301181012,1.01070055174719,4.92,0.0504780289097292,0.155676210806379,0.633171944044838,2.11817511511232,0.0877689606632945,0.0504780289097292,0.402751352215364,0.402751352215364,0.0304628727293352,0.195680975092739,0.561152185154644,0.18125832814012,0.125213338077044,0.076484625556687,0.166720806843318,0.166720806843318,0.136268246528583,2.08700068577557,1.02535554508468,4.05372284048754,42.73,16.2,0.0039999604698162,-0.535535349786602,1.0906862745098,0.203765925980929,4.99805158656522,0.132454793715452,0.631068211466373,0.258717857492742,0.0894414548153646,2.69737016428192,4.73155192676439,0.155676210806379,0.149643754015067,12.2273767551184,7.17278037383177,0.0669443135585921,0.0132543763574597,0.788848154851217,0.155676210806379,0.5826723562273,2.36986618971913,0.933753943217665,0.759855699319955,0.18682359056229,0.011044596036939,0.053024015734716,1.98190686858374,3.22531252553313,3.21459632893043,5.131407472,7.33,0.1472360633,9.050277908,0,0,AVANTIFEED_2021_MDA.txt.json,0.0,0.0,0.0,0.7833907604217529,0.0,0.0,7.474249839782715,0.0,0.0,0.0,17.515020080321285,18.25280120481928,16.315763052208837,17.484397590361446,17.515020080321285,-0.0303212851405622,-0.0748192771084337
84,Avanti Feeds Ltd.,2023,5.88,3.87,0.824817256700587,0.0,0.135152935706952,0.0531076971067612,2.02,0.511981476083076,1.03342948177015,1.01484419350384,5.76,0.0595404309291109,0.135152935706952,0.659182922340817,1.9875394688414,0.0607820157681653,0.0595404309291109,0.484580516436472,0.484580516436472,0.111476473664839,0.824817256700587,-0.274442049765776,0.143565470436912,0.023676462042113,0.0713646429466427,0.14597175677508,0.14597175677508,0.148582027390891,1.95715088235863,1.03343203890943,5.38730829869571,36.57,17.22,-0.0060499585534536,0.956804458894565,1.36437580622043,0.215917210093563,5.85064030256784,0.150441617953163,0.728110532127152,0.273763632489394,0.120562670028531,3.86559409488318,5.44170924291686,0.135152935706952,0.240715769196038,13.0417689602547,5.30749434609685,0.0182145030711242,0.0126679897930252,0.794335858047769,0.135152935706952,0.412464368626759,2.01171707037408,0.925884148364408,0.771851431811738,0.158253473206691,0.0108188210681285,0.0642693492744844,1.83895744145051,2.60102827421532,2.87300537776602,6.699034141,10.05,0.2298150623,7.002951544,0,0,AVANTIFEED_2022_MDA.txt.json,0.0,0.0,0.0,2.309669017791748,0.0,0.0,7.894192695617676,0.0,1.015205144882202,0.0,12.444786585365856,12.918302845528457,11.716026422764228,12.44436991869919,12.444786585365856,-0.0004878048780487,0.0668292682926829
11,Bafna Pharmaceuticals Limited,2017,0.95,0.74,0.03265005524,1.93,0.4569009029,0.3841086867,36.43,3.118863484,1.114492266,0.9174512441,-29.95,-0.3271687962,0.4569009029,-0.0240592227,0.3707027088,-0.08075823005,-0.3271687962,0.01491783972,0.01491783972,0.01491783972,0.03265005524,0.02150537634,0.2814391392,0.4419830632,1.369704102,0.7637821771,0.7637821771,-0.1141831642,0.3643093489,1.092131809,1.983183994,0.0,-9.17,-0.0009051138935,-0.006975548866,-0.2609549527,-0.5047483381,0.3092738086,0.9364492266,0.9061185576,0.2887106724,0.04302812248,0.7418681723,0.5667082752,0.4569009029,-5.563492063,0.4503267494,-0.08830794566,2.244956288,1.299145299,0.4328416802,0.4569009029,-3.902097902,0.2054744078,0.5982083853,-0.1018518519,1.934235518,0.3068812742,-0.2490168864,0.4848858729,0.3681376493,-13.86480186,4.948216341,5.36,6.232711415,8.256305502,1,1,BAFNAPH_2017_MDA.txt.json,3.6952717304229736,4.004512786865234,1.5893372297286987,0.0,2.6936542987823486,2.025363683700561,0.0,3.087430238723755,0.0,3.8377764225006095,12.948231707317074,13.48890243902439,11.567489837398371,12.961798780487804,12.948231707317074,0.0137398373983739,0.1970325203252032
12,Bafna Pharmaceuticals Limited,2018,0.81,0.64,0.0492898914,1.23,0.432567216,0.5274186358,34.09,3.989292013,1.188208617,0.9055177627,-35.84,-0.4260519022,0.432567216,-0.08029777392,0.5673605088,-0.2887395201,-0.4260519022,0.0213211911,0.0213211911,0.0213211911,0.0492898914,-0.5688847235,0.2688334593,0.4112460249,1.507936508,0.7311361665,0.7311361665,-0.1063891298,0.3409222319,1.188460569,2.133500418,0.0,-9.9,0.00614927905,-0.0696915777,-0.2093567251,-0.336827957,0.3677342823,0.7540942303,0.9228823359,0.1876264816,0.05545670225,0.6360902256,0.4818109925,0.432567216,-2.231557377,0.3890865955,-0.2476593848,2.474426808,1.110483871,0.352269442,0.432567216,-0.9603960396,0.1782790309,0.5916370107,-0.298655914,1.608870968,0.2985689506,-0.4940999785,0.6737496386,0.3108309186,-3.572457246,3.328173375,5.33,5.327608862,6.795383419,1,1,BAFNAPH_2018_MDA.txt.json,2.6145336627960205,2.35432767868042,1.525296330451965,0.0,2.2379775047302246,1.9521751403808596,0.0,2.893782615661621,0.0,3.697483777999878,15.33326612903226,15.956663306451611,13.477288306451612,15.339022177419354,15.33326612903226,0.0057258064516128,0.1326209677419355
13,Bafna Pharmaceuticals Limited,2019,0.68,0.55,0.03826602655,2.43,0.5927847995,0.6391139924,36.29,3.752983988,1.262299854,0.8687045124,-42.32,-0.5342066958,0.5927847995,-0.1870762535,0.3683769984,-0.158115008,-0.5342066958,0.02268351888,0.02268351888,0.02268351888,0.03826602655,-0.1497844828,0.2701601164,0.5701012807,2.061717613,0.8422198041,0.8422198041,-0.1531765297,0.362936302,1.262299854,1.555916408,0.0,-33.22,-0.005535055351,-0.01778970384,-0.2432928551,-0.9140583554,0.1873385013,0.5912663755,0.9223235959,0.1408721855,0.06718346253,0.5533747529,0.4817133771,0.5927847995,-2.252849003,0.3531107136,-0.6037277147,2.850363901,1.580901857,0.4057085461,0.5927847995,-0.415212528,0.1310364304,0.7038362155,-1.185676393,3.757029178,0.2494350046,-0.3041245386,0.5215535281,0.3117342772,-1.536912752,3.938826467,5.27,5.36166639,6.453851345,1,1,BAFNAPH_2019_MDA.txt.json,1.78218412399292,1.0055830478668213,2.923402070999145,0.0,4.57453727722168,2.9891510009765625,0.0,4.355477809906006,0.0,3.559358835220337,19.241811740890693,20.33586032388664,17.55514170040486,19.42925101214575,19.241811740890693,0.1876518218623482,0.7085020242914981
