path,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10
ABGSHIP_2013_MDA.txt.json,1.4032437801361084,1.0799014568328857,2.793304920196533,0.0,3.58693790435791,2.484351396560669,0.0,3.3314425945281982,0.0,3.539602041244507
ADHUNIK_2015_MDA.txt.json,2.84340500831604,3.2334494590759277,1.7763112783432007,0.0,3.334291934967041,2.6802098751068115,0.0,3.4305410385131836,0.0,3.679588556289673
ADHUNIK_2016_MDA.txt.json,2.3726251125335693,3.034127712249756,0.850857138633728,0.0,1.8324562311172485,2.3146860599517822,0.0,2.4771323204040527,0.0,3.3736119270324707
ADHUNIK_2017_MDA.txt.json,2.2853548526763916,3.3875598907470703,0.8857545256614685,0.0,2.014310359954834,2.104079246520996,0.0,2.1245992183685303,0.0,2.9766809940338135
ANGIND_2013_MDA.txt.json,2.6093459129333496,2.6472649574279785,1.9644893407821655,0.0,4.0441460609436035,2.292102336883545,0.0,3.8979945182800293,0.0,3.638812303543091
ANGIND_2015_MDA.txt.json,1.830268383026123,2.490535259246826,1.7344335317611694,0.0,2.36842679977417,2.7719566822052,0.0,2.3695483207702637,0.0,2.67543363571167
ANGIND_2016_MDA.txt.json,3.148725748062134,3.700965166091919,1.2396959066390991,0.0,2.3548460006713867,2.4898455142974854,0.0,3.1165904998779297,0.0,3.773185968399048
ANGIND_2017_MDA.txt.json,4.084611892700195,4.289388179779053,2.129331111907959,0.0,3.3422722816467285,3.00223708152771,0.0,3.647411584854126,0.0,4.323845386505127
ASHAPURMIN_2017_MDA.txt.json,3.1237239837646484,3.515326499938965,1.7185728549957275,0.0,3.1961240768432617,2.6116812229156494,0.0,3.5080032348632812,0.0,3.8253772258758545
ASHAPURMIN_2018_MDA.txt.json,2.38366961479187,3.2061452865600586,1.3479984998703003,0.0,2.1795709133148193,2.4272947311401367,0.0,2.8383445739746094,0.0,3.4393012523651123
ASHAPURMIN_2019_MDA.txt.json,2.6105353832244873,3.1754953861236572,1.5971260070800781,0.0,2.87050724029541,2.841547727584839,0.0,3.346670627593994,0.0,3.6332643032073975
BAFNAPH_2017_MDA.txt.json,3.418052911758423,3.5568552017211914,2.6307883262634277,0.0,4.557023048400879,3.6559150218963623,0.0,4.656618595123291,0.0,4.880447864532471
BAFNAPH_2018_MDA.txt.json,4.328813552856445,4.759178161621094,2.3239331245422363,0.0,3.609978199005127,3.13971209526062,0.0,4.174983501434326,0.0,5.185452938079834
BAFNAPH_2019_MDA.txt.json,2.295172691345215,2.353301525115967,1.9362934827804565,0.0,2.916620969772339,2.244023084640503,0.0,3.23205304145813,0.0,3.387988805770874
BAFNAPH_2020_MDA.txt.json,2.4457297325134277,2.779757022857666,1.5387985706329346,0.0,2.513474225997925,2.3648369312286377,0.0,3.259377956390381,0.0,3.425708532333374
BHUSANSTL_2016_MDA.txt.json,1.6768139600753784,0.5123385190963745,2.432225227355957,0.0,4.095167636871338,3.6769394874572754,0.0,3.514120578765869,0.0,3.02864408493042
CANDC_2016_MDA.txt.json,2.9810945987701416,3.241556406021118,1.1151663064956665,0.0,1.4659996032714844,2.315255880355835,0.0,2.2626609802246094,0.0,3.7549407482147217
CANDC_symbol_2017_MDA.txt.json,1.9398584365844727,2.354686737060547,1.502997636795044,0.0,2.6513726711273193,2.101369619369507,0.0,2.7722487449645996,0.0,3.2909603118896484
EASUNREYRL_2011_MDA.txt.json,2.273970365524292,2.4400787353515625,1.923059344291687,0.0,3.018462896347046,2.8489930629730225,0.0,3.3316197395324707,0.0,3.503971815109253
EASUNREYRL_2012_MDA.txt.json,2.347820281982422,2.9380874633789062,1.5210741758346558,0.0,2.6489486694335938,1.9138118028640747,0.0,2.833374261856079,0.0,3.2672765254974365
EASUNREYRL_2013_MDA.txt.json,3.2877285480499268,3.2792885303497314,1.6050559282302856,0.0,2.259355306625366,2.7161977291107178,0.0,2.9574270248413086,0.0,3.7619714736938477
EASUNREYRL_2014_MDA.txt.json,1.7796196937561035,1.335753321647644,2.3427605628967285,0.0,2.5122671127319336,3.137789487838745,0.0,3.470877170562744,0.0,4.043873310089111
EASUNREYRL_2015_MDA.txt.json,0.49675461649894714,0.0,2.2536542415618896,0.0,3.027500629425049,3.1209805011749268,0.0,3.18697190284729,0.0,3.0551085472106934
EASUNREYRL_2016_MDA.txt.json,2.5861456394195557,2.982914924621582,1.280013918876648,0.0,2.647575855255127,1.8564934730529785,0.0,2.8281593322753906,0.0,3.1991913318634033
EASUNREYRL_2017_MDA.txt.json,1.8021001815795898,1.570660948753357,1.765133023262024,0.0,4.373674392700195,2.6852962970733643,0.0,3.6164121627807617,0.0,2.7267277240753174
EASUNREYRL_2018_MDA.txt.json,1.9895176887512207,1.561706304550171,1.9820128679275513,0.0,4.168187618255615,3.153489828109741,0.0,3.658782958984375,0.0,3.3939011096954346
EDL_2016_MDA.txt.json,3.1281049251556396,3.4195194244384766,1.7026357650756836,0.0,2.6707520484924316,2.28548002243042,0.0,3.1943931579589844,0.0,4.362431049346924
EDL_2017_MDA.txt.json,2.7294809818267822,2.915146827697754,0.9246149659156799,0.0,1.208349585533142,1.1478266716003418,0.0,2.2443032264709473,0.0,3.6144402027130127
EDL_2018_MDA.txt.json,2.585514783859253,2.590447425842285,1.3676139116287231,0.0,2.2801425457000732,2.3165042400360107,0.0,2.936056137084961,0.0,3.6562769412994385
GALLANT_2016_MDA.txt.json,1.4223978519439697,0.0,2.836536169052124,0.0,4.265418529510498,3.661271333694458,0.0,3.744361400604248,0.0,2.8431007862091064
