path,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24,k25,k26,k27,k28,k29,k30
ABGSHIP_2013_MDA.txt.json,-1.2244786519428252,-0.6423569567082882,-0.513047337004226,-1.1095275959699809,0.29155193821365705,1.244500599122352,1.4332445674149705,0.8616390651593324,-1.3726688005220666,1.0190988877569769,-0.3177751382767426,0.31094143472808955,1.1929907384720848,1.5165304096107006,-1.2065729147858129,0.4435671922259401,-0.4563474778555787,-1.1328925654294555,-0.35918789513661836,-0.6708736955644207,-0.8679898802961524,-0.968211296352732,-0.23594729621629262,-0.9614160284072361,0.4273039613376638,1.7359978122188846,1.5784499270868697,0.5031286213735184,-1.0482056068393653,1.2818800608088365
ADHUNIK_2015_MDA.txt.json,-0.06671705038016226,0.13386966230999423,-1.7521865307360422,0.05565931293710267,-0.08937684451349551,-0.38280888257679646,0.11135892635642436,0.16394741714039576,0.07207715504877,-0.11638843788586689,1.2435490119730386,-0.9853805022501264,0.27688541955092555,0.04869720372484288,-0.7637402213312164,0.2982744710691503,-0.6158432884584514,-0.8516515353715925,0.8832713229527426,-0.5702994050759386,-0.5397916682280378,-0.6795244941138615,-1.3569808751062529,-0.4009139196333194,0.8087133249153783,0.3342078832120135,0.5392749046141154,0.47006555054646454,-0.7152685168236178,0.5303378975037446
ADHUNIK_2016_MDA.txt.json,-0.07831760622012125,-0.12442275033653971,-1.3177891652020775,-0.16641100256412256,-0.35805581544705634,-0.2195384482343513,0.4234367397802973,-0.0096798696948487,-0.02889973633310619,0.17501979596286688,0.46812187369710817,-1.7422984094174732,-1.5814667637418907,-0.3673052357045028,0.5705243228636401,0.7362540414347005,-1.213859638521217,0.4248201948702561,1.6149987436923454,0.23943744476244289,-0.668766355224641,-0.09261342857742776,-1.0509081735138595,-0.5444877819664371,0.267956556320936,0.007863976323420547,0.632220415603207,0.6695316505711203,-0.5448238618355339,0.5437986039738268
ADHUNIK_2017_MDA.txt.json,-0.13262094813303327,-0.7251654050405876,-1.54997989012928,-0.0013137411987283075,0.31185872319190816,0.1665228679606354,0.060735197379039284,-0.19974168811300735,-0.0407734322312958,0.05091135493509645,0.03374529759943574,0.34616296478815417,0.17335316251916308,0.5050599533694106,-0.17864154591350997,0.75258487283852,0.2876208570472246,0.0661918471586661,-0.28143710555229884,-0.38935762328735674,-0.44357916304198,0.0058375110784925546,-1.5919338736154727,-0.2271704547365648,0.28480374447009243,-0.2016199376046304,0.3617234521897735,0.5402129179719435,-0.400238627104234,0.1532301615696529
ANGIND_2013_MDA.txt.json,-1.978852873814088,0.8863000997227866,-2.6851548042736515,-0.2668234853449276,1.3015839327052083,1.0787712138160053,1.780162347196822,1.8536807300089067,-0.9120925617156352,0.39119373722850465,0.6470705071891434,-1.9923912801731636,0.04138399057587301,1.1855543488128168,-1.1326484829839922,0.6708630630942479,-2.1917722995349522,-1.6015381720437343,1.9141897276110555,-0.24407080230500486,-1.477175152755179,-0.41548922492521656,-1.1951012084505965,-1.3362123734921896,0.7617221995822212,0.8712582948974482,1.5862535697088862,1.2032915602051206,-1.503700395414397,1.3505251242029577
ANGIND_2015_MDA.txt.json,-1.3318141012887834,0.909621912490212,-2.408271343267341,-0.11492721974573074,1.4777102144530352,-1.6313785454414844,-0.3332695701247446,0.5795838124543008,0.11922769063518444,0.5097502629596702,-0.7883141696849002,0.354113171283724,-0.5987509589139942,0.6077835037985436,1.1088066853068845,-0.11811523710654133,-0.978857816987579,-1.1010313882458826,1.1387736686492826,2.8087458041884146,-1.143318457130343,-0.6240309273583053,-0.6375752922036757,-1.0639614348828534,0.6010112207207639,0.20757363364064735,1.1911676438435852,0.5225297567045544,-0.9876427967112089,1.2569722087799828
ANGIND_2016_MDA.txt.json,-0.014959565879615645,-1.082183714828406,-0.006883470063545957,-0.9351848221972029,-0.3062408110361131,-0.794711175733657,-0.062189621861331375,-0.47095727381911545,-0.6472086954539505,0.5663904870682613,-1.2224483938886297,-0.27432159056460687,-0.41204408922247904,0.4359905711840341,0.06084367510562385,-0.12182868625048597,-0.9683305728947679,0.17901689738449286,-0.2037269271937077,-0.09422432073942373,-1.201948204956087,-0.9741132000337956,-0.2988475201524497,-1.4754458477269559,0.4854520973606461,-1.0771927494099003,0.6054398653258726,0.4493352619642806,-1.1569040452343435,1.1647368620384795
ANGIND_2017_MDA.txt.json,-1.016567151513686,-1.5461561894873246,-0.34282432051265044,-1.6318000550388359,0.28282006177222274,-0.07983762841319106,0.9500572200167275,0.6197357819262488,-1.5201499632712139,1.3616452258946166,1.4946990338705346,0.240969449136219,-0.00838231932990977,0.11708080396845422,-0.0017293079916461487,1.6676356655651092,1.1296493816001418,0.25874939827858173,0.31626785306187055,-0.4221853955549973,-1.053857266547882,-1.0217037966723834,-0.6111297811230002,-1.4056303128247665,0.769670950023656,-0.13937749577067532,0.8718689973511324,0.9024643082835195,-1.6184099428946777,1.1728337321974538
ASHAPURMIN_2017_MDA.txt.json,0.7992876727980562,-0.2969063929431055,-0.10911095511421438,0.3634383673425129,0.03164414033808789,1.2653798784390564,-0.31806172489508516,-0.10102609226639472,0.2937730393884623,-0.3523251132629617,1.5163145066053147,-1.7837987886111877,-0.3350924685833402,-3.662107684373182,-0.112436279507894,-3.39367243139578,-0.8674061115735688,-0.004534890818805697,0.08928005288264218,-0.9730662213326613,1.3645289923409458,0.01482338878150071,0.4346791564013242,1.4662710780630561,0.28455997124186727,1.7759647454785634,-0.8242477440738503,-0.1229027304525986,0.7405346631525136,-0.7435722028663893
ASHAPURMIN_2018_MDA.txt.json,1.4061685518950093,-0.2851725933499111,0.24105080120983746,0.8999634962777036,-0.01876642462826131,0.9879618276609807,-0.6816833167772253,-0.6516048396742002,0.7487986576644512,-0.6979863323174876,-0.6124261552705109,0.2775649727237432,-0.010047050313544173,0.620615827273792,0.06457090435866643,0.2573958334342482,-0.344824296362488,-0.2360673948934611,-0.08698577334604098,0.32792422633590723,1.1354548616385927,-0.0005783245649539484,-0.0807659272549116,0.910285049686825,0.35855100250467214,0.8286273509962352,-0.6786104228980518,-0.23386332249672348,0.6297016815050013,-0.6834636708127653
